ReservoirName,DamType,FacilityAim,DamHeight,CrestLevel,CrestLength,ImpoundmentVolume,ImpoundmentLevel,StorageLevel,Construction,StartSuperVision,DamName,easting_m,northing_m
Meretschisee Unterer,dt7,fa2,5.450000000000000,2307.400000000000091,80.000000000000000,0.200000000000000,2306.500000000000000,4.500000000000000,1927,1/1/1954,"Meretschisee, Unterer",2616769.500999998301268,1123079.934999998658895
Moiry,dt8,fa2,148.000000000000000,2250.000000000000000,610.000000000000000,76.700000000000003,2249.000000000000000,147.000000000000000,1958,1/1/1958,Moiry,2610199.342000000178814,1109499.638999998569489
Molina,dt5,fa2,54.000000000000000,692.600000000000023,93.000000000000000,0.810000000000000,686.750000000000000,36.700000000000003,1951,1/1/1954,Molina,2728840.583999998867512,1125399.164000000804663
Montsalvens,dt8,fa2,52.000000000000000,802.299999999999955,110.000000000000000,12.600000000000000,800.799999999999955,49.600000000000001,1920,1/1/1954,Montsalvens,2576549.697000000625849,1162390.102000001817942
Mottec,dt7,fa2,11.000000000000000,1562.000000000000000,689.000000000000000,0.150000000000000,1561.000000000000000,11.000000000000000,1958,1/1/1957,Motec,2614159.449999999254942,1111299.693999998271465
Mühlebach,dt7,fa1,10.150000000000000,326.149999999999977,225.000000000000000,0.200000000000000,325.000000000000000,10.199999999999999,2007,1/1/2007,Mühlebach,2606900.451000001281500,1265100.583000000566244
Mühleberg,dt5,fa2,29.000000000000000,491.939999999999998,250.000000000000000,21.000000000000000,480.839999999999975,20.539999999999999,1920,7/10/1972,Mühleberg,2588310.085999999195337,1202000.188000001013279
Murgsee,dt5,fa2,5.000000000000000,1819.470000000000027,46.000000000000000,1.240000000000000,1819.470000000000027,4.470000000000000,1925,1/1/1954,Murgsee Mitte,2730560.741999998688698,1211179.728000000119209
Murgsee,dt5,fa2,3.000000000000000,1819.799999999999955,46.000000000000000,1.240000000000000,1819.470000000000027,4.470000000000000,1925,1/1/1954,Murgsee Nord,2730680.738000001758337,1211289.721999999135733
Murgsee,dt5,fa2,3.000000000000000,1820.450000000000045,20.000000000000000,1.240000000000000,1819.470000000000027,4.470000000000000,1925,1/1/1954,Murgsee Süd,2730550.743999999016523,1211089.732999999076128
Murgsee,dt7,fa2,2.000000000000000,1820.440000000000055,25.000000000000000,1.240000000000000,1819.470000000000027,4.470000000000000,1925,1/1/1954,Murgsee Süddamm,2730540.745000001043081,1211069.734000001102686
Muslen,dt5,fa2,29.000000000000000,608.200000000000045,55.000000000000000,0.080000000000000,606.200000000000045,24.899999999999999,1908,1/1/1954,Muslen,2728650.787999998778105,1222399.785999998450279
Muttsee,dt5,fa2,37.000000000000000,2476.000000000000000,1025.000000000000000,16.600000000000001,2474.599999999999909,35.000000000000000,2015,5/14/2009,Muttsee,2721110.684000000357628,1191509.603000000119209
Nagens,dt7,fa7,13.500000000000000,1953.500000000000000,562.000000000000000,0.205000000000000,1952.450000000000045,11.550000000000001,2006,1/1/2008,Nagens,2737160.668999999761581,1191109.712999999523163
Nalps,dt8,fa2,127.000000000000000,1909.700000000000045,480.000000000000000,45.000000000000000,1908.000000000000000,118.000000000000000,1962,1/1/1962,Nalps,2701300.399999998509884,1166139.638000000268221
Naret,dt8,fa2,80.000000000000000,2311.000000000000000,435.000000000000000,31.600000000000001,2310.000000000000000,75.000000000000000,1969,1/1/1970,Naret I,2687070.136999998241663,1148379.594999998807907
Naret,dt5,fa2,45.000000000000000,2311.000000000000000,260.000000000000000,31.600000000000001,2310.000000000000000,75.000000000000000,1969,1/1/1970,Naret II,2687270.131999999284744,1148099.589999999850988
Niederried,dt1,fa2,15.000000000000000,462.500000000000000,80.000000000000000,1.670000000000000,461.139999999999986,9.320000000000000,1963,1/1/2015,Niederried,2584975.092000000178814,1205815.274999998509884
Oberaar,dt5,fa2,104.000000000000000,2304.599999999999909,526.000000000000000,63.649999999999999,2303.000000000000000,93.000000000000000,1953,1/1/1954,Oberaar,2663960.166000001132488,1155519.730000000447035
Oberems,dt4,fa2,11.000000000000000,1370.000000000000000,176.000000000000000,0.025000000000000,1368.799999999999955,11.550000000000001,1927,1/1/1954,Oberems,2619359.620000001043081,1125719.965999998152256
Obermatt,dt7,fa2,16.000000000000000,661.500000000000000,370.000000000000000,0.120000000000000,659.500000000000000,14.500000000000000,1962,1/1/1962,Obermatt,2671100.635000001639128,1188609.728999998420477
Orden,dt8,fa1,42.000000000000000,1788.250000000000000,171.000000000000000,1.670000000000000,1786.500000000000000,34.500000000000000,1971,1/1/1971,Orden,2773391.048000000417233,1140349.534000001847744
Othmarhang,dt7,fa7,13.800000000000001,2674.000000000000000,148.000000000000000,0.065000000000000,2672.300000000000182,19.899999999999999,2000,1/1/2000,Othmarhang,2636549.396000001579523,1103129.587999999523163
Ova Spin,dt8,fa2,73.000000000000000,1633.500000000000000,130.000000000000000,7.390000000000000,1630.000000000000000,60.000000000000000,1968,1/1/1968,Ova Spin,2806990.975999999791384,1173229.977000001817942
Ovella,dt1,fa2,26.000000000000000,1032.000000000000000,26.000000000000000,0.710000000000000,1029.500000000000000,13.300000000000001,2022,1/1/2022,Ovella,2831510.958000000566244,1199930.348999999463558
Palagnedra,dt6,fa2,72.000000000000000,486.699999999999989,114.000000000000000,4.360000000000000,486.699999999999989,55.700000000000003,1952,1/1/1954,Palagnedra,2692019.870000001043081,1112749.111999999731779
Pallazuit,dt7,fa2,17.000000000000000,1329.000000000000000,500.000000000000000,0.100000000000000,1326.799999999999955,10.000000000000000,1958,1/1/1958,Pallazuit,2580619.193999998271465,1092340.083000000566244
Palü,dt5,fa2,13.000000000000000,1923.960000000000036,67.000000000000000,0.190000000000000,1923.740000000000009,11.699999999999999,1928,1/1/1954,Palü I,2799081.340999998152256,1138899.758999999612570
Palü,dt5,fa2,12.000000000000000,1924.000000000000000,42.000000000000000,0.190000000000000,1923.740000000000009,11.699999999999999,1928,1/1/1954,Palü II,2798951.344999998807907,1138859.754000000655651
Peccia,dt7,fa2,12.000000000000000,1033.000000000000000,250.000000000000000,0.120000000000000,1032.079999999999927,10.000000000000000,1954,1/1/1954,Peccia,2690060.083999998867512,1140949.550999999046326
Pfaffensprung,dt8,fa2,32.140000000000001,806.740000000000009,64.099999999999994,0.200000000000000,806.740000000000009,26.600000000000001,1921,1/1/1954,Pfaffensprung,2689620.475000001490116,1174399.646999999880791
Pigniu,dt5,fa2,53.000000000000000,1452.000000000000000,270.000000000000000,7.300000000000000,1450.000000000000000,45.000000000000000,1989,1/1/1989,Pigniu (Panix),2727510.613000001758337,1187369.603999998420477
Piora,dt5,fa2,27.000000000000000,1850.740000000000009,309.000000000000000,53.200000000000003,1850.099999999999909,26.100000000000001,1918,7/10/1972,Piora (Ritom),2695100.366000000387430,1154479.605999998748302
Plans Mayens,dt7,fa6,20.000000000000000,1575.000000000000000,180.000000000000000,0.131000000000000,1573.799999999999955,11.800000000000001,1971,1/1/1971,Plans Mayens,2602129.519999999552965,1129010.021000001579523
Prä,dt5,fa2,20.000000000000000,1079.900000000000091,21.000000000000000,0.020000000000000,1079.900000000000091,18.199999999999999,1961,1/1/1961,Prä,2763700.921999998390675,1132809.554000001400709
Pradella,dt7,fa2,11.300000000000001,1144.299999999999955,250.000000000000000,0.270000000000000,1143.000000000000000,11.199999999999999,1993,1/1/1993,Pradella,2821090.989000000059605,1187790.045000001788139
Preda,dt8,fa2,23.000000000000000,1950.000000000000000,99.000000000000000,0.370000000000000,1948.000000000000000,17.000000000000000,1961,1/1/1961,Preda,2758240.863000001758337,1142769.519000001251698
Zeuzier,dt7,fa2,19.000000000000000,1779.599999999999909,155.000000000000000,51.210000000000001,1777.000000000000000,155.699999999999989,1957,1/1/1957,Proz-Riond,2599619.486000001430511,1132730.087000001221895
Punt dal Gall,dt8,fa2,130.000000000000000,1805.599999999999909,540.000000000000000,164.599999999999994,1804.700000000000045,116.000000000000000,1968,7/10/1972,Punt dal Gall,2810941.078000001609325,1167269.894999999552965
Räterichsboden,dt5,fa2,92.000000000000000,1768.599999999999909,456.000000000000000,26.300000000000001,1767.000000000000000,87.000000000000000,1950,1/1/1954,Räterichsboden,2667900.311999998986721,1160189.719999998807907
Reckingen,dt1,fa2,12.000000000000000,331.939999999999998,68.980000000000004,4.500000000000000,331.939999999999998,12.000000000000000,1941,1/1/2013,Reckingen,2667701.079999998211861,1269300.052999999374151
Reichenau,dt1,fa2,11.000000000000000,586.500000000000000,78.000000000000000,1.300000000000000,584.500000000000000,11.000000000000000,1962,5/22/2012,Reichenau,2752270.855000000447035,1188969.710999999195337
Rempen,dt5,fa2,31.500000000000000,643.500000000000000,115.000000000000000,0.480000000000000,642.000000000000000,25.000000000000000,1924,1/1/1954,Rempen,2710640.776999998837709,1222259.822000000625849
Rheinau,dt1,fa2,15.000000000000000,360.199999999999989,111.599999999999994,5.500000000000000,359.000000000000000,5.900000000000000,1957,1/1/2013,Rheinau,2687501.162999998778105,1277199.802000001072884
Rheinfelden,dt1,fa2,12.000000000000000,270.800000000000011,195.500000000000000,2.600000000000000,270.500000000000000,8.000000000000000,2010,1/1/2013,Rheinfelden,2627900.675999999046326,1268700.458999998867512
Rhodannenberg,dt7,fa2,30.000000000000000,850.750000000000000,217.000000000000000,39.799999999999997,846.840000000000032,16.840000000000000,1910,7/7/1972,Rhodannenberg,2719130.719999998807907,1210529.747000001370907
Robiei,dt5,fa2,68.000000000000000,1941.000000000000000,355.000000000000000,6.900000000000000,1940.000000000000000,63.000000000000000,1967,1/1/1967,Robiei,2682740.144000001251698,1144179.537999998778105
Rodi,dt7,fa2,7.000000000000000,946.000000000000000,460.000000000000000,0.150000000000000,945.000000000000000,6.000000000000000,1940,1/1/1954,Rodi,2699850.339999999850988,1149769.594000000506639
Roggiasca,dt8,fa2,68.500000000000000,955.500000000000000,177.000000000000000,0.520000000000000,954.299999999999955,66.099999999999994,1965,1/1/1965,Roggiasca,2733390.592000000178814,1118459.011999998241663
Rossens,dt8,fa2,83.000000000000000,679.000000000000000,320.000000000000000,200.000000000000000,677.000000000000000,70.000000000000000,1947,7/10/1972,Rossens,2575049.745000001043081,1174140.102000001817942
Rossinière,dt5,fa2,30.000000000000000,862.500000000000000,35.000000000000000,2.900000000000000,860.000000000000000,28.500000000000000,1972,12/7/1977,Rossinière,2571289.592000000178814,1145950.215999998152256
Runcahez,dt5,fa2,33.000000000000000,1280.000000000000000,182.000000000000000,0.480000000000000,1277.000000000000000,27.500000000000000,1961,1/1/1961,Runcahez,2716950.460999999195337,1171039.517999999225140
Rupperswil-Auenstein,dt1,fa2,15.000000000000000,361.100000000000023,82.000000000000000,1.230000000000000,359.600000000000023,5.160000000000000,1945,1/1/2015,Rupperswil-Auenstein,2651006.785999998450279,1251366.147999998182058
Ruppoldingen,dt1,fa2,15.000000000000000,401.000000000000000,70.000000000000000,2.300000000000000,398.399999999999977,5.930000000000000,2000,1/1/2015,Ruppoldingen,2633178.532999999821186,1240195.223000001162291
Ryburg-Schwörstadt,dt1,fa2,15.000000000000000,281.939999999999998,111.000000000000000,16.920000000000002,281.139999999999986,10.699999999999999,1931,1/1/2013,Ryburg-Schwörstadt,2629700.708999998867512,1270700.456999998539686
Säckingen,dt1,fa2,20.000000000000000,291.000000000000000,117.000000000000000,9.100000000000000,289.240000000000009,12.199999999999999,1966,1/1/2013,Säckingen,2639000.741000000387430,1267500.350000001490116
Safien,dt7,fa2,15.000000000000000,1296.500000000000000,840.000000000000000,0.240000000000000,1295.000000000000000,12.000000000000000,1957,1/1/1957,Safien-Platz,2743740.771000001579523,1171589.526999998837709
Salanfe,dt5,fa2,52.000000000000000,1925.500000000000000,616.649999999999977,40.000000000000000,1925.000000000000000,51.500000000000000,1952,1/1/1954,Salanfe,2563549.355000000447035,1110000.392999999225140
Sambuco,dt8,fa2,130.000000000000000,1462.000000000000000,363.000000000000000,64.000000000000000,1461.000000000000000,122.000000000000000,1956,1/1/1956,Sambuco,2693800.247999999672174,1145709.559000000357628
Sanetsch,dt5,fa2,42.000000000000000,2035.000000000000000,214.000000000000000,2.800000000000000,2034.000000000000000,37.000000000000000,1965,1/1/1965,Sanetsch,2589039.559000000357628,1134310.247000001370907
Santa Maria,dt8,fa2,117.000000000000000,1910.000000000000000,560.000000000000000,67.299999999999997,1908.000000000000000,95.000000000000000,1968,1/1/1968,Santa Maria,2704400.329999998211861,1160399.484999999403954
Schaffhausen,dt1,fa2,10.000000000000000,392.199999999999989,53.000000000000000,6.400000000000000,390.800000000000011,10.100000000000000,1967,1/1/2013,Schaffhausen,2689501.144999999552965,1283099.682999998331070
Schiffenen,dt8,fa2,47.000000000000000,534.000000000000000,417.000000000000000,58.600000000000001,532.000000000000000,40.000000000000000,1963,1/1/1963,Schiffenen,2581279.945999998599291,1192390.133000001311302
Schlattli,dt5,fa2,25.000000000000000,552.000000000000000,40.000000000000000,0.350000000000000,550.000000000000000,23.649999999999999,1965,1/1/1965,Schlattli,2693860.693999998271465,1205169.771000001579523
Schloss,dt3,fa1,14.300000000000001,505.300000000000011,92.000000000000000,0.130000000000000,503.500000000000000,12.500000000000000,2011,9/10/2009,Schloss,2661041.798999998718500,1242250.006999999284744
Schräh,dt5,fa2,110.000000000000000,902.250000000000000,156.000000000000000,150.000000000000000,900.000000000000000,66.000000000000000,1924,7/10/1972,Schräh,2711250.745000001043081,1218309.831000000238419
Secada,dt8,fa1,21.000000000000000,1024.000000000000000,35.000000000000000,0.100000000000000,1023.000000000000000,20.000000000000000,1982,1/1/1982,Secada,2682509.942999999970198,1126559.289999999105930
Grimsel,dt5,fa2,42.000000000000000,1911.839999999999918,336.000000000000000,100.489999999999995,1908.740000000000009,107.739999999999995,1932,1/1/1954,Seeuferegg,2668950.302999999374151,1158389.719999998807907
Sella,dt5,fa2,36.000000000000000,2256.829999999999927,334.000000000000000,9.199999999999999,2256.000000000000000,31.000000000000000,1947,1/1/1954,Sella,2688650.342999998480082,1156999.589999999850988
Sera,dt8,fa2,25.699999999999999,1281.700000000000045,81.500000000000000,0.180000000000000,1278.000000000000000,16.899999999999999,2010,1/1/1954,Sera,2652759.587999999523163,1113339.581999998539686
Solis,dt8,fa2,61.000000000000000,827.000000000000000,75.000000000000000,1.900000000000000,823.750000000000000,49.549999999999997,1986,1/1/1986,Solis,2760340.896000001579523,1171799.567999999970198
Sosto,dt8,fa2,19.600000000000001,1022.500000000000000,47.000000000000000,0.020000000000000,1019.000000000000000,16.100000000000001,1963,1/1/1963,Sosto,2715260.548000000417233,1155439.579999998211861
Grimsel,dt6,fa2,114.000000000000000,1911.240000000000009,258.000000000000000,100.489999999999995,1908.740000000000009,107.739999999999995,1932,1/1/1954,Spitallamm,2668300.293000001460314,1158269.721000000834465
St-Barthélemy A1,dt6,fa1,23.000000000000000,1068.480000000000018,56.000000000000000,0.020000000000000,1068.480000000000018,23.000000000000000,1938,1/1/2018,St-Barthélemy A1,2565073.396000001579523,1113613.375000000000000
St-Barthélemy A3,dt6,fa1,27.000000000000000,1139.160000000000082,111.000000000000000,0.100000000000000,1139.160000000000082,27.000000000000000,1932,1/1/2018,St-Barthélemy A3,2564919.396000001579523,1113480.377999998629093
St-Barthélemy A5,dt6,fa1,27.000000000000000,1182.700000000000045,113.000000000000000,0.060000000000000,1182.700000000000045,27.000000000000000,1932,1/1/2018,St-Barthélemy A5,2564769.396999999880791,1113400.381000000983477
St-Barthélemy B,dt8,fa1,40.000000000000000,1003.000000000000000,85.000000000000000,0.150000000000000,1003.000000000000000,40.000000000000000,1975,1/1/1975,St-Barthélemy B,2565299.396000001579523,1113830.372000001370907
St-Barthélemy C,dt8,fa1,46.000000000000000,685.000000000000000,55.000000000000000,0.500000000000000,685.000000000000000,46.000000000000000,1984,1/1/1984,St-Barthélemy C,2566569.390000000596046,1114400.346000000834465
Sufers,dt8,fa2,58.000000000000000,1403.000000000000000,125.000000000000000,21.399999999999999,1401.000000000000000,58.000000000000000,1962,1/1/1962,Sufers,2748800.750000000000000,1159199.574000000953674
Tannensee,dt7,fa2,25.000000000000000,1977.000000000000000,600.000000000000000,3.800000000000000,1975.000000000000000,22.000000000000000,1958,1/1/1958,Tannensee,2665880.537999998778105,1180619.747999999672174
Tierfehd,dt7,fa2,11.500000000000000,813.500000000000000,862.000000000000000,0.606000000000000,811.500000000000000,9.500000000000000,2011,8/17/2008,Tierfehd Nord,2717692.706999998539686,1193476.607000000774860
Tierfehd,dt7,fa2,7.800000000000000,812.500000000000000,836.000000000000000,0.606000000000000,811.500000000000000,9.500000000000000,1963,8/17/2008,Tierfehd Süd,2717754.701000001281500,1193010.611000001430511
Tobel,dt8,fa1,30.600000000000001,602.500000000000000,60.000000000000000,0.100000000000000,600.000000000000000,25.000000000000000,1989,1/1/1989,Tobel,2688840.592000000178814,1192319.624000001698732
Totensee,dt5,fa2,20.000000000000000,2161.000000000000000,74.000000000000000,2.600000000000000,2160.000000000000000,15.000000000000000,1950,1/1/1954,Totensee,2669410.274999998509884,1156959.728000000119209
Traversagna,dt5,fa1,32.500000000000000,368.750000000000000,40.000000000000000,0.060000000000000,367.000000000000000,19.000000000000000,1931,1/1/1954,Traversagna B6,2724830.482000000774860,1119159.111000001430511
Trübtensee,dt5,fa2,9.500000000000000,2365.739999999999782,46.000000000000000,1.130000000000000,2365.239999999999782,18.500000000000000,1950,1/1/1954,Trübtensee,2665950.215999998152256,1156249.725999999791384
Turtmann,dt8,fa2,33.000000000000000,2178.500000000000000,115.000000000000000,0.850000000000000,2177.000000000000000,31.500000000000000,1958,1/1/1958,Turtmann,2619649.447000000625849,1113179.647999998182058
Val d´Ambra,dt7,fa2,25.500000000000000,605.500000000000000,104.500000000000000,0.375000000000000,603.000000000000000,23.000000000000000,1967,1/1/1965,Val d´Ambra,2714290.405000001192093,1135559.296000000089407
Valle di Lei,dt8,fa2,138.000000000000000,1932.000000000000000,635.000000000000000,200.000000000000000,1931.000000000000000,131.000000000000000,1961,1/1/1961,Valle di Lei,2754700.840999998152256,1149819.522999998182058
Valos,dt7,fa7,13.300000000000001,1675.299999999999955,530.000000000000000,0.110000000000000,1674.000000000000000,11.699999999999999,2008,1/1/2008,Valos,2760150.868999999016523,1177049.704999998211861
Vasasca,dt8,fa2,69.000000000000000,731.500000000000000,107.000000000000000,0.400000000000000,728.000000000000000,65.299999999999997,1967,1/1/1967,Vasasca,2696510.015999998897314,1126549.271999999880791
Verbois,dt5,fa2,34.000000000000000,370.800000000000011,340.000000000000000,13.800000000000001,369.100000000000023,23.199999999999999,1943,1/1/1954,Verbois,2491189.280999999493361,1116720.155999999493361
Viderjoch,dt7,fa7,26.000000000000000,2665.599999999999909,171.000000000000000,0.111000000000000,2664.000000000000000,17.000000000000000,2007,1/1/2018,Viderjoch,2821080.936999998986721,1206950.048000000417233
Vieux Emosson,dt8,fa2,76.500000000000000,2226.500000000000000,205.000000000000000,25.300000000000001,2225.000000000000000,65.000000000000000,1955,1/1/1955,Vieux Emosson,2558165.278000000864267,1101373.361999999731779
Vissoie,dt7,fa2,7.500000000000000,1120.500000000000000,617.000000000000000,0.050000000000000,1119.500000000000000,7.500000000000000,1959,1/1/1959,Vissoie,2611279.530000001192093,1117819.789000000804663
Vordersee,dt7,fa6,22.000000000000000,2362.699999999999818,145.000000000000000,0.560000000000000,2360.449999999999818,15.000000000000000,1986,1/1/1986,Vordersee,2651069.861000001430511,1143399.583999998867512
Waldialp,dt7,fa2,15.000000000000000,1406.500000000000000,68.000000000000000,0.230000000000000,1405.000000000000000,8.000000000000000,1961,1/1/1961,Waldialp Nord,2706670.745999999344349,1196829.701999999582767
Waldialp,dt7,fa2,14.000000000000000,1406.500000000000000,300.000000000000000,0.230000000000000,1405.000000000000000,8.000000000000000,1961,1/1/1961,Waldialp Süd,2706810.743000000715256,1196419.699999999254942
Wanna,dt7,fa2,14.000000000000000,1721.500000000000000,950.000000000000000,0.310000000000000,1720.000000000000000,10.000000000000000,1957,1/1/1957,Wanna,2741010.881000000983477,1164379.515000000596046
Wenigerweiher,dt7,fa5,14.500000000000000,839.000000000000000,120.000000000000000,0.157000000000000,837.600000000000023,13.600000000000000,1822,1/1/1954,Wenigerweiher,2748880.570000000298023,1253699.603999998420477
Wettingen,dt1,fa2,29.000000000000000,382.740000000000009,133.000000000000000,3.870000000000000,380.240000000000009,20.239999999999998,1933,2/10/1978,Wettingen,2666560.936000000685453,1256580.008000001311302
Wichelsee,dt7,fa2,7.000000000000000,459.069999999999993,120.000000000000000,0.400000000000000,458.600000000000023,6.000000000000000,1957,2/10/1978,Wichelsee (Damm),2663990.677999999374151,1197749.885000001639128
Wichelsee,dt1,fa2,13.000000000000000,463.899999999999977,20.000000000000000,0.400000000000000,458.600000000000023,6.000000000000000,1957,2/10/1978,Wichelsee (Wehr),2664040.679999999701977,1197769.886999998241663
Wildegg-Brugg,dt1,fa2,15.000000000000000,349.699999999999989,74.400000000000006,2.840000000000000,348.000000000000000,6.810000000000000,1953,1/1/2015,Wildegg-Brugg,2655116.868999999016523,1257810.149999998509884
Wohlen,dt7,fa1,5.200000000000000,423.199999999999989,250.000000000000000,0.590000000000000,423.199999999999989,5.200000000000000,2017,1/1/2018,Wohlen,2664041.826000001281500,1243871.967000000178814
Wynau-Schwarzhäusern,dt1,fa2,10.000000000000000,409.100000000000023,95.000000000000000,0.870000000000000,408.079999999999984,6.340000000000000,1896,1/1/2015,Wynau - Schwarzhäusern,2626269.486000001430511,1233982.254000000655651
Z´Mutt,dt8,fa2,74.000000000000000,1972.250000000000000,144.000000000000000,0.850000000000000,1970.000000000000000,72.000000000000000,1963,1/1/1964,Z´Mutt,2620989.186000000685453,1095169.671000000089407
Zen Binnen,dt8,fa2,21.500000000000000,1310.500000000000000,46.000000000000000,0.170000000000000,1308.000000000000000,19.000000000000000,1953,1/1/1954,Zen Binnen,2656449.778999999165535,1134619.517999999225140
Zermeiggern,dt7,fa2,14.000000000000000,1739.000000000000000,350.000000000000000,0.100000000000000,1738.000000000000000,14.000000000000000,1964,1/1/1964,Zermeiggern,2640199.403999999165535,1103629.526999998837709
Zervreila,dt8,fa2,151.000000000000000,1863.500000000000000,504.000000000000000,100.500000000000000,1862.000000000000000,149.000000000000000,1957,1/1/1957,Zervreila,2728740.627999998629093,1159909.546999998390675
Zervreila Ausgleichsbecken,dt3,fa2,44.000000000000000,1738.000000000000000,70.000000000000000,0.140000000000000,1734.799999999999955,31.800000000000001,1957,1/1/1957,Zervreila Ausgleichsbecken,2728950.633000001311302,1160049.541000001132488
Zeuzier,dt8,fa2,156.000000000000000,1778.000000000000000,256.000000000000000,51.210000000000001,1777.000000000000000,155.699999999999989,1957,1/1/1957,Zeuzier,2599809.482000000774860,1132920.087000001221895
Zöt,dt8,fa2,36.000000000000000,1941.250000000000000,145.000000000000000,1.650000000000000,1940.200000000000045,35.200000000000003,1967,1/1/1967,Zöt,2681980.127999998629093,1143219.530999999493361
Le Chalet,"dt5
",fa2,16.000000000000000,465.100000000000023,35.000000000000000,0.100000000000000,465.100000000000023,15.600000000000000,1894,1/1/1954,Le Chalet,2529788.353000000119209,1175557.087000001221895
